,Unnamed: 0,id,breed
318,318,AFBB_1_427,AFBB_1
319,319,AFBB_1_607,AFBB_1
320,320,AFBB_1_348,AFBB_1
321,321,AFBB_1_625,AFBB_1
322,322,AFBB_1_610,AFBB_1
323,323,AFBB_1_173,AFBB_1
324,324,AFBB_1_901,AFBB_1
325,325,AFBB_1_911,AFBB_1
326,326,AFBB_1_24,AFBB_1
327,327,AFBB_1_81,AFBB_1
328,328,AFBB_1_2,AFBB_1
329,329,AFBB_1_503,AFBB_1
330,330,AFBB_1_469,AFBB_1
331,331,AFBB_1_299,AFBB_1
332,332,AFBB_1_390,AFBB_1
333,333,AFBB_1_170,AFBB_1
334,334,AFBB_1_232,AFBB_1
335,335,AFBB_1_861,AFBB_1
336,336,AFBB_1_448,AFBB_1
337,337,AFBB_1_711,AFBB_1
338,338,AFBB_1_509,AFBB_1
339,339,AFBB_1_926,AFBB_1
340,340,AFBB_1_732,AFBB_1
341,341,AFBB_1_603,AFBB_1
342,342,AFBB_1_303,AFBB_1
343,343,AFBB_1_471,AFBB_1
344,344,AFBB_1_47,AFBB_1
345,345,AFBB_1_618,AFBB_1
346,346,AFBB_1_447,AFBB_1
347,347,AFBB_1_383,AFBB_1
348,348,AFBB_1_86,AFBB_1
349,349,AFBB_1_293,AFBB_1
350,350,AFBB_1_6,AFBB_1
351,351,AFBB_1_793,AFBB_1
352,352,AFBB_1_349,AFBB_1
353,353,AFBB_1_799,AFBB_1
354,354,AFBB_1_539,AFBB_1
355,355,AFBB_1_542,AFBB_1
356,356,AFBB_1_656,AFBB_1
357,357,AFBB_1_931,AFBB_1
358,358,AFBB_1_589,AFBB_1
359,359,AFBB_1_457,AFBB_1
360,360,AFBB_1_133,AFBB_1
361,361,AFBB_1_450,AFBB_1
362,362,AFBB_1_416,AFBB_1
363,363,AFBB_1_831,AFBB_1
364,364,AFBB_1_225,AFBB_1
365,365,AFBB_1_616,AFBB_1
366,366,AFBB_1_637,AFBB_1
367,367,AFBB_1_164,AFBB_1
368,368,AFBB_1_75,AFBB_1
369,369,AFBB_1_404,AFBB_1
370,370,AFBB_1_855,AFBB_1
371,371,AFBB_1_296,AFBB_1
372,372,AFBB_1_661,AFBB_1
373,373,AFBB_1_415,AFBB_1
374,374,AFBB_1_402,AFBB_1
375,375,AFBB_1_249,AFBB_1
376,376,AFBB_1_501,AFBB_1
377,377,AFBB_1_474,AFBB_1
378,378,AFBB_1_4,AFBB_1
379,379,AFBB_1_147,AFBB_1
380,380,AFBB_1_936,AFBB_1
381,381,AFBB_1_602,AFBB_1
382,382,AFBB_1_65,AFBB_1
383,383,AFBB_1_791,AFBB_1
384,384,AFBB_1_291,AFBB_1
385,385,AFBB_1_619,AFBB_1
386,386,AFBB_1_751,AFBB_1
387,387,AFBB_1_570,AFBB_1
388,388,AFBB_1_67,AFBB_1
389,389,AFBB_1_804,AFBB_1
390,390,AFBB_1_935,AFBB_1
391,391,AFBB_1_235,AFBB_1
392,392,AFBB_1_428,AFBB_1
393,393,AFBB_1_841,AFBB_1
394,394,AFBB_1_32,AFBB_1
395,395,AFBB_1_906,AFBB_1
396,396,AFBB_1_785,AFBB_1
397,397,AFBB_1_265,AFBB_1
398,398,AFBB_1_862,AFBB_1
399,399,AFBB_1_144,AFBB_1
400,400,AFBB_1_122,AFBB_1
401,401,AFBB_1_511,AFBB_1
402,402,AFBB_1_649,AFBB_1
403,403,AFBB_1_638,AFBB_1
404,404,AFBB_1_942,AFBB_1
405,405,AFBB_1_214,AFBB_1
406,406,AFBB_1_362,AFBB_1
407,407,AFBB_1_96,AFBB_1
408,408,AFBB_1_112,AFBB_1
409,409,AFBB_1_710,AFBB_1
410,410,AFBB_1_434,AFBB_1
411,411,AFBB_1_424,AFBB_1
412,412,AFBB_1_851,AFBB_1
413,413,AFBB_1_513,AFBB_1
414,414,AFBB_1_396,AFBB_1
415,415,AFBB_1_533,AFBB_1
416,416,AFBB_1_824,AFBB_1
417,417,AFBB_1_12,AFBB_1
418,418,AFBB_1_314,AFBB_1
419,419,AFBB_1_82,AFBB_1
420,420,AFBB_1_78,AFBB_1
421,421,AFBB_1_520,AFBB_1
422,422,AFBB_1_102,AFBB_1
423,423,AFBB_1_505,AFBB_1
424,424,AFBB_1_172,AFBB_1
425,425,AFBB_1_230,AFBB_1
426,426,AFBB_1_126,AFBB_1
427,427,AFBB_1_68,AFBB_1
428,428,AFBB_1_892,AFBB_1
429,429,AFBB_1_754,AFBB_1
430,430,AFBB_1_879,AFBB_1
431,431,AFBB_1_676,AFBB_1
432,432,AFBB_1_761,AFBB_1
433,433,AFBB_1_290,AFBB_1
434,434,AFBB_1_712,AFBB_1
435,435,AFBB_1_357,AFBB_1
436,436,AFBB_1_782,AFBB_1
437,437,AFBB_1_600,AFBB_1
438,438,AFBB_1_766,AFBB_1
439,439,AFBB_1_26,AFBB_1
440,440,AFBB_1_562,AFBB_1
441,441,AFBB_1_149,AFBB_1
442,442,AFBB_1_918,AFBB_1
443,443,AFBB_1_639,AFBB_1
444,444,AFBB_1_458,AFBB_1
445,445,AFBB_1_788,AFBB_1
446,446,AFBB_1_538,AFBB_1
447,447,AFBB_1_252,AFBB_1
448,448,AFBB_1_140,AFBB_1
449,449,AFBB_1_248,AFBB_1
450,450,AFBB_1_715,AFBB_1
451,451,AFBB_1_242,AFBB_1
452,452,AFBB_1_576,AFBB_1
453,453,AFBB_1_38,AFBB_1
454,454,AFBB_1_181,AFBB_1
455,455,AFBB_1_298,AFBB_1
456,456,AFBB_1_155,AFBB_1
457,457,AFBB_1_346,AFBB_1
458,458,AFBB_1_575,AFBB_1
459,459,AFBB_1_142,AFBB_1
460,460,AFBB_1_382,AFBB_1
461,461,AFBB_1_275,AFBB_1
462,462,AFBB_1_577,AFBB_1
463,463,AFBB_1_925,AFBB_1
464,464,AFBB_1_106,AFBB_1
465,465,AFBB_1_868,AFBB_1
466,466,AFBB_1_846,AFBB_1
467,467,AFBB_1_744,AFBB_1
468,468,AFBB_1_675,AFBB_1
469,469,AFBB_1_706,AFBB_1
470,470,AFBB_1_493,AFBB_1
471,471,AFBB_1_905,AFBB_1
472,472,AFBB_1_921,AFBB_1
473,473,AFBB_1_573,AFBB_1
474,474,AFBB_1_376,AFBB_1
475,475,AFBB_1_218,AFBB_1
476,476,AFBB_1_798,AFBB_1
477,477,AFBB_1_494,AFBB_1
478,478,AFBB_1_373,AFBB_1
479,479,AFBB_1_771,AFBB_1
480,480,AFBB_1_909,AFBB_1
481,481,AFBB_1_738,AFBB_1
482,482,AFBB_1_704,AFBB_1
483,483,AFBB_1_92,AFBB_1
484,484,AFBB_1_279,AFBB_1
485,485,AFBB_1_677,AFBB_1
486,486,AFBB_1_697,AFBB_1
487,487,AFBB_1_361,AFBB_1
488,488,AFBB_1_453,AFBB_1
489,489,AFBB_1_815,AFBB_1
490,490,AFBB_1_867,AFBB_1
491,491,AFBB_1_412,AFBB_1
492,492,AFBB_1_443,AFBB_1
493,493,AFBB_1_380,AFBB_1
494,494,AFBB_1_39,AFBB_1
495,495,AFBB_1_756,AFBB_1
496,496,AFBB_1_105,AFBB_1
497,497,AFBB_1_151,AFBB_1
498,498,AFBB_1_551,AFBB_1
499,499,AFBB_1_548,AFBB_1
500,500,AFBB_1_913,AFBB_1
501,501,AFBB_1_48,AFBB_1
502,502,AFBB_1_816,AFBB_1
503,503,AFBB_1_486,AFBB_1
504,504,AFBB_1_940,AFBB_1
505,505,AFBB_1_772,AFBB_1
506,506,AFBB_1_36,AFBB_1
507,507,AFBB_1_70,AFBB_1
508,508,AFBB_1_401,AFBB_1
509,509,AFBB_1_35,AFBB_1
510,510,AFBB_1_561,AFBB_1
511,511,AFBB_1_916,AFBB_1
512,512,AFBB_1_25,AFBB_1
513,513,AFBB_1_261,AFBB_1
514,514,AFBB_1_405,AFBB_1
515,515,AFBB_1_544,AFBB_1
516,516,AFBB_1_857,AFBB_1
517,517,AFBB_1_864,AFBB_1
518,518,AFBB_1_527,AFBB_1
519,519,AFBB_1_446,AFBB_1
520,520,AFBB_1_420,AFBB_1
521,521,AFBB_1_438,AFBB_1
522,522,AFBB_1_480,AFBB_1
523,523,AFBB_1_99,AFBB_1
524,524,AFBB_1_541,AFBB_1
525,525,AFBB_1_606,AFBB_1
526,526,AFBB_1_345,AFBB_1
527,527,AFBB_1_545,AFBB_1
528,528,AFBB_1_583,AFBB_1
529,529,AFBB_1_746,AFBB_1
530,530,AFBB_1_595,AFBB_1
531,531,AFBB_1_188,AFBB_1
532,532,AFBB_1_707,AFBB_1
533,533,AFBB_1_11,AFBB_1
534,534,AFBB_1_882,AFBB_1
535,535,AFBB_1_749,AFBB_1
536,536,AFBB_1_223,AFBB_1
537,537,AFBB_1_681,AFBB_1
538,538,AFBB_1_21,AFBB_1
539,539,AFBB_1_317,AFBB_1
540,540,AFBB_1_713,AFBB_1
541,541,AFBB_1_547,AFBB_1
542,542,AFBB_1_643,AFBB_1
543,543,AFBB_1_941,AFBB_1
544,544,AFBB_1_418,AFBB_1
545,545,AFBB_1_117,AFBB_1
546,546,AFBB_1_179,AFBB_1
547,547,AFBB_1_475,AFBB_1
548,548,AFBB_1_360,AFBB_1
549,549,AFBB_1_283,AFBB_1
550,550,AFBB_1_255,AFBB_1
551,551,AFBB_1_559,AFBB_1
552,552,AFBB_1_574,AFBB_1
553,553,AFBB_1_825,AFBB_1
554,554,AFBB_1_307,AFBB_1
555,555,AFBB_1_442,AFBB_1
556,556,AFBB_1_894,AFBB_1
557,557,AFBB_1_43,AFBB_1
558,558,AFBB_1_802,AFBB_1
559,559,AFBB_1_778,AFBB_1
560,560,AFBB_1_207,AFBB_1
561,561,AFBB_1_281,AFBB_1
562,562,AFBB_1_853,AFBB_1
563,563,AFBB_1_143,AFBB_1
564,564,AFBB_1_696,AFBB_1
565,565,AFBB_1_653,AFBB_1
566,566,AFBB_1_895,AFBB_1
567,567,AFBB_1_674,AFBB_1
568,568,AFBB_1_907,AFBB_1
569,569,AFBB_1_5,AFBB_1
570,570,AFBB_1_119,AFBB_1
571,571,AFBB_1_254,AFBB_1
572,572,AFBB_1_472,AFBB_1
573,573,AFBB_1_423,AFBB_1
574,574,AFBB_1_818,AFBB_1
575,575,AFBB_1_534,AFBB_1
576,576,AFBB_1_433,AFBB_1
577,577,AFBB_1_601,AFBB_1
578,578,AFBB_1_16,AFBB_1
579,579,AFBB_1_8,AFBB_1
580,580,AFBB_1_781,AFBB_1
581,581,AFBB_1_558,AFBB_1
582,582,AFBB_1_849,AFBB_1
583,583,AFBB_1_123,AFBB_1
584,584,AFBB_1_684,AFBB_1
585,585,AFBB_1_829,AFBB_1
586,586,AFBB_1_683,AFBB_1
587,587,AFBB_1_598,AFBB_1
588,588,AFBB_1_850,AFBB_1
589,589,AFBB_1_757,AFBB_1
590,590,AFBB_1_387,AFBB_1
591,591,AFBB_1_196,AFBB_1
592,592,AFBB_1_549,AFBB_1
593,593,AFBB_1_187,AFBB_1
594,594,AFBB_1_613,AFBB_1
595,595,AFBB_1_161,AFBB_1
596,596,AFBB_1_363,AFBB_1
597,597,AFBB_1_258,AFBB_1
598,598,AFBB_1_239,AFBB_1
599,599,AFBB_1_141,AFBB_1
600,600,AFBB_1_763,AFBB_1
601,601,AFBB_1_301,AFBB_1
602,602,AFBB_1_915,AFBB_1
603,603,AFBB_1_267,AFBB_1
604,604,AFBB_1_9,AFBB_1
605,605,AFBB_1_770,AFBB_1
606,606,AFBB_1_586,AFBB_1
607,607,AFBB_1_178,AFBB_1
608,608,AFBB_1_506,AFBB_1
609,609,AFBB_1_205,AFBB_1
610,610,AFBB_1_648,AFBB_1
611,611,AFBB_1_722,AFBB_1
612,612,AFBB_1_662,AFBB_1
613,613,AFBB_1_0,AFBB_1
614,614,AFBB_1_914,AFBB_1
615,615,AFBB_1_622,AFBB_1
616,616,AFBB_1_23,AFBB_1
617,617,AFBB_1_234,AFBB_1
618,618,AFBB_1_7,AFBB_1
619,619,AFBB_1_28,AFBB_1
620,620,AFBB_1_730,AFBB_1
621,621,AFBB_1_617,AFBB_1
622,622,AFBB_1_14,AFBB_1
623,623,AFBB_1_295,AFBB_1
624,624,AFBB_1_222,AFBB_1
625,625,AFBB_1_195,AFBB_1
626,626,AFBB_1_528,AFBB_1
627,627,AFBB_1_866,AFBB_1
628,628,AFBB_1_241,AFBB_1
629,629,AFBB_1_830,AFBB_1
630,630,AFBB_1_15,AFBB_1
631,631,AFBB_1_338,AFBB_1
632,632,AFBB_1_175,AFBB_1
633,633,AFBB_1_108,AFBB_1
634,634,AFBB_1_431,AFBB_1
635,635,AFBB_1_206,AFBB_1
636,636,AFBB_1_910,AFBB_1
637,637,AFBB_1_822,AFBB_1
638,638,AFBB_1_540,AFBB_1
639,639,AFBB_1_557,AFBB_1
640,640,AFBB_1_180,AFBB_1
641,641,AFBB_1_878,AFBB_1
642,642,AFBB_1_890,AFBB_1
643,643,AFBB_1_176,AFBB_1
644,644,AFBB_1_898,AFBB_1
645,645,AFBB_1_814,AFBB_1
646,646,AFBB_1_286,AFBB_1
647,647,AFBB_1_748,AFBB_1
648,648,AFBB_1_627,AFBB_1
649,649,AFBB_1_495,AFBB_1
650,650,AFBB_1_245,AFBB_1
651,651,AFBB_1_885,AFBB_1
652,652,AFBB_1_63,AFBB_1
653,653,AFBB_1_934,AFBB_1
654,654,AFBB_1_591,AFBB_1
655,655,AFBB_1_398,AFBB_1
656,656,AFBB_1_590,AFBB_1
657,657,AFBB_1_464,AFBB_1
658,658,AFBB_1_90,AFBB_1
659,659,AFBB_1_406,AFBB_1
660,660,AFBB_1_524,AFBB_1
661,661,AFBB_1_718,AFBB_1
662,662,AFBB_1_700,AFBB_1
663,663,AFBB_1_20,AFBB_1
664,664,AFBB_1_535,AFBB_1
665,665,AFBB_1_556,AFBB_1
666,666,AFBB_1_690,AFBB_1
667,667,AFBB_1_389,AFBB_1
668,668,AFBB_1_325,AFBB_1
669,669,AFBB_1_927,AFBB_1
670,670,AFBB_1_565,AFBB_1
671,671,AFBB_1_145,AFBB_1
672,672,AFBB_1_536,AFBB_1
673,673,AFBB_1_671,AFBB_1
674,674,AFBB_1_333,AFBB_1
675,675,AFBB_1_56,AFBB_1
676,676,AFBB_1_193,AFBB_1
677,677,AFBB_1_665,AFBB_1
678,678,AFBB_1_521,AFBB_1
679,679,AFBB_1_810,AFBB_1
680,680,AFBB_1_107,AFBB_1
681,681,AFBB_1_774,AFBB_1
682,682,AFBB_1_865,AFBB_1
683,683,AFBB_1_340,AFBB_1
684,684,AFBB_1_194,AFBB_1
685,685,AFBB_1_621,AFBB_1
686,686,AFBB_1_819,AFBB_1
687,687,AFBB_1_877,AFBB_1
688,688,AFBB_1_504,AFBB_1
689,689,AFBB_1_169,AFBB_1
690,690,AFBB_1_337,AFBB_1
691,691,AFBB_1_369,AFBB_1
692,692,AFBB_1_584,AFBB_1
693,693,AFBB_1_392,AFBB_1
694,694,AFBB_1_31,AFBB_1
695,695,AFBB_1_599,AFBB_1
696,696,AFBB_1_519,AFBB_1
697,697,AFBB_1_726,AFBB_1
